table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_headcount,field_all_personnel_functions_ftes,field_researchers_headcount,field_researchers_ftes,field_r_d_technicians_headcount,field_r_d_technicians_ftes,field_r_d_support_staff_headcount,field_r_d_support_staff_ftes
12726,r537,United States -> North Dakota -> Public,United States,North Dakota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r538,United States -> North Dakota -> Public -> North Dakota State U.,United States,North Dakota,Public,North Dakota State U.,4,"['2,741', '']","['1,919.6', '']","['342', '']","['255.6', '']","['1,191', '']","['811.2', '']","['1,208', '']","['852.8', '']"
12726,r539,United States -> North Dakota -> Public -> U. North Dakota,United States,North Dakota,Public,U. North Dakota,4,"['1,407', '']","['611.0', 'i']","['1,015', '']","['462.4', 'i']","['274', '']","['109.4', 'i']","['118', '']","['39.2', 'i']"
12726,r540,United States -> North Dakota -> Private,United States,North Dakota,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r541,United States -> North Dakota -> Private -> United Tribes Technical C.,United States,North Dakota,Private,United Tribes Technical C.,4,"['25', '']","['10.0', '']","['5', '']","['4.0', '']","['5', '']","['4.0', '']","['15', '']","['2.0', '']"
12726,r542,United States -> Ohio,United States,Ohio,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r543,United States -> Ohio -> Public,United States,Ohio,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r544,United States -> Ohio -> Public -> Air Force Institute of Technology,United States,Ohio,Public,Air Force Institute of Technology,4,"['402', '']","['247.7', '']","['206', '']","['88.5', '']","['153', '']","['137.7', '']","['43', '']","['21.5', '']"
12726,r545,United States -> Ohio -> Public -> Bowling Green State U.,United States,Ohio,Public,Bowling Green State U.,4,"['837', '']","['224.7', '']","['98', '']","['29.1', '']","['739', '']","['195.6', '']","['0', '']","['0.0', '']"
12726,r546,United States -> Ohio -> Public -> Central State U.,United States,Ohio,Public,Central State U.,4,"['167', '']","['47.0', '']","['38', '']","['17.0', '']","['6', '']","['4.0', '']","['123', '']","['26.0', '']"
12726,r547,United States -> Ohio -> Public -> Cleveland State U.,United States,Ohio,Public,Cleveland State U.,4,"['1,105', 'i']","['492.8', 'i']","['515', 'i']","['234.7', 'i']","['368', 'i']","['184.4', 'i']","['222', 'i']","['73.7', 'i']"
12726,r548,United States -> Ohio -> Public -> Kent State U.,United States,Ohio,Public,Kent State U.,4,"['1,266', '']","['601.8', 'i']","['644', '']","['293.4', 'i']","['604', '']","['302.4', 'i']","['18', '']","['6.0', 'i']"
12726,r549,United States -> Ohio -> Public -> Miami U.,United States,Ohio,Public,Miami U.,4,"['597', '']","['272.0', 'i']","['597', '']","['272.0', 'i']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
12726,r550,United States -> Ohio -> Public -> Northeast Ohio Medical U.,United States,Ohio,Public,Northeast Ohio Medical U.,4,"['140', '']","['106.8', '']","['91', '']","['63.9', '']","['43', '']","['37.9', '']","['6', '']","['5.0', '']"
12726,r551,United States -> Ohio -> Public -> Ohio State U.,United States,Ohio,Public,Ohio State U.,4,"['13,842', '']","['5,451.1', '']","['3,663', '']","['1,523.6', '']","['9,581', '']","['3,648.9', '']","['598', '']","['278.6', '']"
12726,r552,United States -> Ohio -> Public -> Ohio U.,United States,Ohio,Public,Ohio U.,4,"['712', '']","['147.9', '']","['189', '']","['50.8', '']","['522', '']","['96.5', '']","['1', '']","['0.6', '']"
12726,r553,United States -> Ohio -> Public -> U. Akron,United States,Ohio,Public,U. Akron,4,"['539', '']","['263.6', 'i']","['126', '']","['57.4', 'i']","['410', '']","['205.2', 'i']","['3', '']","['1.0', 'i']"
12726,r554,United States -> Ohio -> Public -> U. Cincinnati,United States,Ohio,Public,U. Cincinnati,4,"['4,715', '']","['2,282.0', '']","['1,777', '']","['882.0', '']","['2,519', '']","['1,148.0', '']","['419', '']","['252.0', '']"
12726,r555,United States -> Ohio -> Public -> U. Toledo,United States,Ohio,Public,U. Toledo,4,"['1,351', '']","['768.6', '']","['551', '']","['476.7', '']","['527', '']","['198.9', '']","['273', '']","['93.0', '']"
12726,r556,United States -> Ohio -> Public -> Wright State U.,United States,Ohio,Public,Wright State U.,4,"['388', '']","['161.6', '']","['100', '']","['61.4', '']","['275', '']","['88.2', '']","['13', '']","['12.0', '']"
12726,r557,United States -> Ohio -> Public -> Youngstown State U.,United States,Ohio,Public,Youngstown State U.,4,"['127', '']","['23.8', '']","['22', '']","['2.9', '']","['105', '']","['20.9', '']","['0', '']","['0.0', '']"
12726,r558,United States -> Ohio -> Private,United States,Ohio,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r559,United States -> Ohio -> Private -> C. Wooster,United States,Ohio,Private,C. Wooster,4,"['51', '']","['35.1', 'i']","['17', '']","['12.0', 'i']","['2', '']","['1.3', 'i']","['32', '']","['21.8', 'i']"
12726,r560,United States -> Ohio -> Private -> Case Western Reserve U.,United States,Ohio,Private,Case Western Reserve U.,4,"['3,236', 'i']","['2,040.0', 'i']","['1,022', 'i']","['720.7', 'i']","['1,313', 'i']","['706.1', 'i']","['901', 'i']","['613.2', 'i']"
12726,r561,United States -> Ohio -> Private -> Heidelberg U.,United States,Ohio,Private,Heidelberg U.,4,"['10', '']","['8.4', '']","['5', '']","['4.3', '']","['4', '']","['3.5', '']","['1', '']","['0.6', '']"
12726,r562,United States -> Ohio -> Private -> Kenyon C.,United States,Ohio,Private,Kenyon C.,4,"['62', '']","['7.9', '']","['15', '']","['4.2', '']","['47', '']","['3.7', '']","['0', '']","['0.0', '']"
12726,r563,United States -> Ohio -> Private -> Oberlin C.,United States,Ohio,Private,Oberlin C.,4,"['102', '']","['7.8', '']","['26', '']","['3.7', '']","['76', '']","['4.1', '']","['0', '']","['0.0', '']"
12726,r564,United States -> Ohio -> Private -> U. Dayton,United States,Ohio,Private,U. Dayton,4,"['1,243', '']","['784.1', '']","['909', '']","['525.5', '']","['128', '']","['103.9', '']","['206', '']","['154.7', '']"
12726,r565,United States -> Oklahoma,United States,Oklahoma,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r566,United States -> Oklahoma -> Public,United States,Oklahoma,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r567,United States -> Oklahoma -> Public -> Langston U.,United States,Oklahoma,Public,Langston U.,4,"['206', 'i']","['93.2', 'i']","['143', 'i']","['65.4', 'i']","['42', 'i']","['20.8', 'i']","['21', 'i']","['7.0', 'i']"
12726,r568,"United States -> Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",United States,Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",4,"['121', '']","['57.2', '']","['50', '']","['12.3', '']","['12', '']","['5.6', '']","['59', '']","['39.3', '']"
12726,r569,"United States -> Oklahoma -> Public -> Oklahoma State U., Stillwater",United States,Oklahoma,Public,"Oklahoma State U., Stillwater",4,"['2,467', '']","['1,050.4', '']","['1,616', '']","['675.2', '']","['183', '']","['113.7', '']","['668', '']","['261.5', '']"
12726,r570,United States -> Oklahoma -> Public -> U. Central Oklahoma,United States,Oklahoma,Public,U. Central Oklahoma,4,"['174', 'i']","['72.8', 'i']","['38', 'i']","['17.5', 'i']","['59', 'i']","['29.7', 'i']","['77', 'i']","['25.6', 'i']"
12726,r571,"United States -> Oklahoma -> Public -> U. Oklahoma, Norman and Health Science Center",United States,Oklahoma,Public,"U. Oklahoma, Norman and Health Science Center",4,"['3,236', '']","['1,278.6', 'i']","['833', '']","['379.5', 'i']","['1,510', '']","['602.8', 'i']","['893', '']","['296.3', 'i']"
12726,r572,"United States -> Oklahoma -> Public -> U. Oklahoma, Tulsa",United States,Oklahoma,Public,"U. Oklahoma, Tulsa",4,"['135', '']","['52.5', 'i']","['24', '']","['10.9', 'i']","['72', '']","['28.7', 'i']","['39', '']","['12.9', 'i']"
12726,r573,United States -> Oklahoma -> Private,United States,Oklahoma,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r574,United States -> Oklahoma -> Private -> U. Tulsa,United States,Oklahoma,Private,U. Tulsa,4,"['489', '']","['161.9', '']","['287', '']","['97.9', '']","['12', '']","['7.1', '']","['190', '']","['56.9', '']"
12726,r575,United States -> Oregon,United States,Oregon,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r576,United States -> Oregon -> Public,United States,Oregon,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r577,United States -> Oregon -> Public -> Oregon Health and Science U.,United States,Oregon,Public,Oregon Health and Science U.,4,"['3,977', '']","['1,585.2', 'i']","['1,317', '']","['600.0', 'i']","['1,521', '']","['607.2', 'i']","['1,139', '']","['378.0', 'i']"
12726,r578,United States -> Oregon -> Public -> Oregon Institute of Technology,United States,Oregon,Public,Oregon Institute of Technology,4,"['143', 'i']","['62.4', 'i']","['94', 'i']","['43.0', 'i']","['19', 'i']","['9.3', 'i']","['30', 'i']","['10.1', 'i']"
12726,r579,United States -> Oregon -> Public -> Oregon State U.,United States,Oregon,Public,Oregon State U.,4,"['4,865', '']","['1,445.2', '']","['870', '']","['257.1', '']","['3,143', '']","['971.6', '']","['852', '']","['216.5', '']"
12726,r580,United States -> Oregon -> Public -> Portland State U.,United States,Oregon,Public,Portland State U.,4,"['688', '']","['492.0', '']","['592', '']","['411.0', '']","['54', '']","['44.0', '']","['42', '']","['37.0', '']"
12726,r581,United States -> Oregon -> Public -> U. Oregon,United States,Oregon,Public,U. Oregon,4,"['1,773', '']","['593.3', '']","['351', '']","['66.9', '']","['1,354', '']","['501.5', '']","['68', '']","['24.9', '']"
12726,r582,United States -> Oregon -> Private,United States,Oregon,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r583,United States -> Oregon -> Private -> Lewis and Clark C.,United States,Oregon,Private,Lewis and Clark C.,4,"['223', '']","['34.2', '']","['46', '']","['13.7', '']","['162', '']","['14.9', '']","['15', '']","['5.6', '']"
12726,r584,United States -> Oregon -> Private -> National U. of Natural Medicine,United States,Oregon,Private,National U. of Natural Medicine,4,"['13', '']","['8.7', '']","['11', '']","['7.1', '']","['0', '']","['0.0', '']","['2', '']","['1.6', '']"
12726,r585,United States -> Oregon -> Private -> Pacific U.,United States,Oregon,Private,Pacific U.,4,"['206', 'i']","['139.4', 'i']","['77', 'i']","['54.3', 'i']","['65', 'i']","['41.5', 'i']","['64', 'i']","['43.6', 'i']"
12726,r586,United States -> Oregon -> Private -> Reed C.,United States,Oregon,Private,Reed C.,4,"['155', 'i']","['104.3', 'i']","['41', 'i']","['28.8', 'i']","['63', 'i']","['40.5', 'i']","['51', 'i']","['35.0', 'i']"
12726,r587,United States -> Oregon -> Private -> Willamette U.,United States,Oregon,Private,Willamette U.,4,"['88', '']","['13.2', '']","['39', '']","['6.5', '']","['44', '']","['4.2', '']","['5', '']","['2.5', '']"
12726,r588,United States -> Pennsylvania,United States,Pennsylvania,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r589,United States -> Pennsylvania -> Public,United States,Pennsylvania,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r590,United States -> Pennsylvania -> Public -> East Stroudsburg U. Pennsylvania,United States,Pennsylvania,Public,East Stroudsburg U. Pennsylvania,4,"['69', '']","['23.3', '']","['34', '']","['7.5', '']","['34', '']","['15.3', '']","['1', '']","['0.5', '']"
12726,r591,United States -> Pennsylvania -> Public -> Indiana U. Pennsylvania,United States,Pennsylvania,Public,Indiana U. Pennsylvania,4,"['254', '']","['46.2', '']","['109', '']","['17.8', '']","['137', '']","['26.6', '']","['8', '']","['1.8', '']"
12726,r592,United States -> Pennsylvania -> Public -> Lincoln U.,United States,Pennsylvania,Public,Lincoln U.,4,"['16', '']","['7.0', '']","['16', '']","['7.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
12726,r593,"United States -> Pennsylvania -> Public -> Pennsylvania State U., Altoona",United States,Pennsylvania,Public,"Pennsylvania State U., Altoona",4,"['32', '']","['14.6', 'i']","['32', '']","['14.6', 'i']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
12726,r594,"United States -> Pennsylvania -> Public -> Pennsylvania State U., Behrend",United States,Pennsylvania,Public,"Pennsylvania State U., Behrend",4,"['90', '']","['41.0', 'i']","['90', '']","['41.0', 'i']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
12726,r595,"United States -> Pennsylvania -> Public -> Pennsylvania State U., Harrisburg",United States,Pennsylvania,Public,"Pennsylvania State U., Harrisburg",4,"['78', '']","['35.5', 'i']","['78', '']","['35.5', 'i']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
12726,r596,"United States -> Pennsylvania -> Public -> Pennsylvania State U., University Park and Hershey Medical Center",United States,Pennsylvania,Public,"Pennsylvania State U., University Park and Hershey Medical Center",4,"['4,608', '']","['2,099.4', 'i']","['4,608', '']","['2,099.4', 'i']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
12726,r597,United States -> Pennsylvania -> Public -> Temple U.,United States,Pennsylvania,Public,Temple U.,4,"['3,423', '']","['2,438.4', '']","['643', '']","['346.5', '']","['1,039', '']","['901.1', '']","['1,741', '']","['1,190.8', '']"
12726,r598,"United States -> Pennsylvania -> Public -> U. Pittsburgh, Pittsburgh",United States,Pennsylvania,Public,"U. Pittsburgh, Pittsburgh",4,"['12,470', '']","['6,969.4', '']","['2,800', '']","['1,618.3', '']","['6,492', '']","['3,970.1', '']","['3,178', '']","['1,381.0', '']"
12726,r599,United States -> Pennsylvania -> Public -> U.S. Army War C.,United States,Pennsylvania,Public,U.S. Army War C.,4,"['155', 'i']","['68.9', 'i']","['63', 'i']","['28.6', 'i']","['58', 'i']","['29.1', 'i']","['34', 'i']","['11.2', 'i']"
12726,r600,United States -> Pennsylvania -> Public -> West Chester U. Pennsylvania,United States,Pennsylvania,Public,West Chester U. Pennsylvania,4,"['491', '']","['197.8', 'i']","['272', '']","['123.9', 'i']","['7', '']","['3.5', 'i']","['212', '']","['70.4', 'i']"
12726,r601,United States -> Pennsylvania -> Private,United States,Pennsylvania,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r602,United States -> Pennsylvania -> Private -> Arcadia U.,United States,Pennsylvania,Private,Arcadia U.,4,"['59', '']","['11.6', '']","['19', '']","['4.0', '']","['39', '']","['7.4', '']","['1', '']","['0.2', '']"
12726,r603,United States -> Pennsylvania -> Private -> Bryn Mawr C.,United States,Pennsylvania,Private,Bryn Mawr C.,4,"['152', '']","['32.4', '']","['142', '']","['31.0', '']","['2', '']","['0.3', '']","['8', '']","['1.1', '']"
12726,r604,United States -> Pennsylvania -> Private -> Bucknell U.,United States,Pennsylvania,Private,Bucknell U.,4,"['441', '']","['304.0', 'i']","['174', '']","['122.7', 'i']","['12', '']","['7.7', 'i']","['255', '']","['173.6', 'i']"
12726,r605,United States -> Pennsylvania -> Private -> Carnegie Mellon U.,United States,Pennsylvania,Private,Carnegie Mellon U.,4,"['4,542', '']","['3,081.7', 'i']","['2,589', '']","['1,825.0', 'i']","['1,750', '']","['1,118.5', 'i']","['203', '']","['138.2', 'i']"
