table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10160,r470,New York -> Private -> Barnard C.,New York,Private,Barnard C.,3,"['3,353', '']","['4,046', '']","['3,684', '']","['2,931', '']","['2,738', '']","['2,916', '']","['3,534', '']","['3,730', '']","['3,458', '']","['4,010', '']","['3,748', '']","['4,632', '']","['4,988', '']"
10160,r471,New York -> Private -> Canisius C.,New York,Private,Canisius C.,3,"['221', '']","['205', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,546', '']","['1,069', '']","['950', '']","['ne', '']","['1,036', '']","['1,160', '']"
10160,r472,New York -> Private -> Clarkson U.,New York,Private,Clarkson U.,3,"['18,584', '']","['17,951', '']","['14,809', '']","['12,061', '']","['13,750', '']","['13,406', '']","['12,983', '']","['15,148', '']","['16,927', '']","['17,147', '']","['15,104', '']","['16,765', '']","['21,703', '']"
10160,r473,New York -> Private -> Cold Spring Harbor Laboratory,New York,Private,Cold Spring Harbor Laboratory,3,"['ne', '']","['89,913', '']","['84,072', '']","['78,236', '']","['76,733', '']","['84,653', '']","['88,943', '']","['97,288', '']","['115,870', '']","['126,773', '']","['115,198', '']","['114,903', '']","['118,034', '']"
10160,r474,New York -> Private -> Colgate U.,New York,Private,Colgate U.,3,"['2,851', '']","['2,291', '']","['3,268', '']","['2,704', '']","['2,444', '']","['2,721', '']","['3,219', '']","['3,414', '']","['3,823', '']","['3,756', '']","['2,913', '']","['3,306', '']","['4,343', '']"
10160,r475,New York -> Private -> Columbia U. in the City of New York,New York,Private,Columbia U. in the City of New York,3,"['807,235', '']","['878,900', '']","['889,487', '']","['889,188', '']","['890,642', '']","['868,159', '']","['837,312', '']","['893,062', '']","['947,504', '']","['1,003,615', '']","['1,032,909', '']","['1,098,570', '']","['1,230,924', '']"
10160,r476,New York -> Private -> Cornell U.,New York,Private,Cornell U.,3,"['749,721', '']","['781,651', '']","['802,387', '']","['845,184', '']","['883,292', '']","['954,412', '']","['974,199', '']","['984,478', '']","['1,071,621', '']","['1,144,534', '']","['1,190,063', '']","['1,183,524', '']","['1,300,357', '']"
10160,r477,New York -> Private -> Fordham U.,New York,Private,Fordham U.,3,"['19,289', '']","['18,350', '']","['19,311', '']","['18,822', '']","['17,961', '']","['20,939', '']","['25,374', '']","['20,807', '']","['20,644', '']","['20,287', '']","['20,456', '']","['16,731', '']","['20,432', '']"
10160,r478,New York -> Private -> Hamilton C.,New York,Private,Hamilton C.,3,"['3,192', '']","['3,109', '']","['3,069', '']","['2,942', '']","['2,846', '']","['2,291', '']","['2,662', '']","['2,354', '']","['1,796', '']","['2,050', '']","['1,869', '']","['1,747', '']","['1,879', '']"
10160,r479,New York -> Private -> Hobart and William Smith Colleges,New York,Private,Hobart and William Smith Colleges,3,"['1,434', '']","['1,566', '']","['1,516', '']","['2,238', '']","['1,221', '']","['946', '']","['ne', '']","['952', '']","['ne', '']","['1,919', '']","['2,114', '']","['1,941', '']","['3,228', '']"
10160,r480,New York -> Private -> Hofstra U.,New York,Private,Hofstra U.,3,"['2,552', '']","['2,472', '']","['3,237', '']","['2,394', '']","['3,102', '']","['2,585', '']","['2,440', '']","['1,702', '']","['1,662', '']","['1,744', '']","['1,445', '']","['5,545', '']","['6,939', '']"
10160,r481,New York -> Private -> Icahn School of Medicine at Mount Sinai,New York,Private,Icahn School of Medicine at Mount Sinai,3,"['370,666', '']","['405,527', '']","['400,680', '']","['428,654', '']","['463,429', '']","['508,353', '']","['540,296', '']","['575,448', '']","['640,141', '']","['722,241', '']","['747,014', '']","['820,260', '']","['893,968', '']"
10160,r482,New York -> Private -> Ithaca C.,New York,Private,Ithaca C.,3,"['1,077', '']","['1,025', '']","['1,132', '']","['1,245', '']","['1,248', '']","['972', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,199', '']","['1,030', '']","['1,000', '']"
10160,r483,New York -> Private -> Long Island U.,New York,Private,Long Island U.,3,"['832', 'i']","['877', 'i']","['890', 'i']","['915', '']","['ne', '']","['ne', '']","['1,420', '']","['2,290', '']","['2,405', '']","['5,113', '']","['13,997', '']","['15,059', '']","['17,183', '']"
10160,r484,New York -> Private -> Manhattan C.,New York,Private,Manhattan C.,3,"['498', '']","['638', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,190', '']","['1,307', '']","['1,864', '']","['1,641', '']"
10160,r485,"New York -> Private -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",New York,Private,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",3,"['ne', '']","['2,342', '']","['2,562', '']","['2,979', '']","['3,356', '']","['3,089', '']","['3,177', '']","['3,285', '']","['3,502', '']","['3,769', '']","['3,737', '']","['3,776', '']","['4,954', '']"
10160,r486,New York -> Private -> New School,New York,Private,New School,3,"['5,178', '']","['6,420', '']","['7,568', '']","['9,219', '']","['7,160', '']","['8,978', '']","['17,425', '']","['12,740', '']","['13,606', '']","['13,421', '']","['13,186', '']","['14,281', '']","['19,218', '']"
10160,r487,New York -> Private -> New York Institute of Technology,New York,Private,New York Institute of Technology,3,"['1,785', '']","['2,059', '']","['3,013', '']","['4,007', '']","['5,761', '']","['4,169', '']","['4,114', '']","['3,236', '']","['3,832', '']","['5,820', '']","['3,580', '']","['4,465', '']","['5,555', '']"
10160,r488,New York -> Private -> New York Medical C.,New York,Private,New York Medical C.,3,"['28,400', '']","['27,316', '']","['23,277', '']","['20,243', '']","['17,908', '']","['17,653', '']","['17,311', '']","['15,637', '']","['16,226', '']","['19,398', '']","['20,137', '']","['18,872', '']","['16,461', '']"
10160,r489,New York -> Private -> New York U.,New York,Private,New York U.,3,"['365,944', '']","['430,752', '']","['458,645', '']","['471,909', '']","['523,623', '']","['602,041', '']","['809,739', '']","['917,744', '']","['887,558', '']","['934,720', '']","['947,293', '']","['1,063,704', '']","['1,276,038', '']"
10160,r490,New York -> Private -> Pace U.,New York,Private,Pace U.,3,"['3,085', '']","['3,732', '']","['4,214', '']","['3,611', '']","['4,373', '']","['4,647', '']","['5,359', '']","['5,028', '']","['4,282', '']","['3,855', '']","['4,272', '']","['3,649', '']","['3,524', '']"
10160,r491,New York -> Private -> Pratt Institute,New York,Private,Pratt Institute,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,547', '']","['2,325', '']"
10160,r492,New York -> Private -> Rensselaer Polytechnic Institute,New York,Private,Rensselaer Polytechnic Institute,3,"['83,952', '']","['84,834', '']","['92,720', '']","['92,495', '']","['105,608', '']","['102,841', '']","['101,127', '']","['104,797', '']","['100,856', '']","['103,739', '']","['122,753', '']","['119,056', '']","['121,809', '']"
10160,r493,New York -> Private -> Rochester Institute of Technology,New York,Private,Rochester Institute of Technology,3,"['38,663', '']","['34,889', '']","['36,935', '']","['36,613', '']","['35,945', '']","['40,442', '']","['45,518', '']","['51,263', '']","['49,413', '']","['58,175', '']","['57,777', '']","['56,043', '']","['62,383', '']"
10160,r494,New York -> Private -> Rockefeller U.,New York,Private,Rockefeller U.,3,"['265,750', '']","['272,491', '']","['292,896', '']","['298,474', '']","['316,368', '']","['323,932', '']","['335,136', '']","['348,845', '']","['353,142', '']","['351,089', '']","['356,217', '']","['357,543', '']","['360,877', '']"
10160,r495,New York -> Private -> Skidmore C.,New York,Private,Skidmore C.,3,"['2,850', '']","['2,113', '']","['1,885', '']","['1,903', '']","['1,811', '']","['1,772', '']","['1,327', '']","['1,859', '']","['2,584', '']","['3,012', '']","['2,412', '']","['2,335', '']","['1,734', '']"
10160,r496,"New York -> Private -> St. John's U., New York",New York,Private,"St. John's U., New York",3,"['1,643', '']","['1,786', '']","['2,161', '']","['2,401', '']","['2,507', '']","['2,558', '']","['2,307', '']","['2,542', '']","['2,903', '']","['2,352', '']","['3,282', '']","['2,940', '']","['3,592', '']"
10160,r497,New York -> Private -> Syracuse U.,New York,Private,Syracuse U.,3,"['107,024', '']","['83,686', '']","['85,649', '']","['70,967', '']","['66,321', '']","['69,896', '']","['84,651', '']","['145,705', '']","['147,751', '']","['154,366', '']","['149,652', '']","['151,717', '']","['157,407', '']"
10160,r498,"New York -> Private -> Teachers C., Columbia U.",New York,Private,"Teachers C., Columbia U.",3,"['17,167', '']","['18,406', '']","['20,805', '']","['19,649', '']","['20,538', '']","['23,269', '']","['24,124', '']","['24,194', '']","['24,477', '']","['24,865', '']","['22,630', '']","['24,335', '']","['30,978', '']"
10160,r499,New York -> Private -> U. Rochester,New York,Private,U. Rochester,3,"['414,655', '']","['429,034', '']","['389,612', '']","['389,355', '']","['353,419', '']","['346,932', '']","['346,165', '']","['353,003', '']","['370,645', '']","['393,960', '']","['397,211', '']","['409,255', '']","['450,805', '']"
10160,r500,"New York -> Private -> Union C., Schenectady",New York,Private,"Union C., Schenectady",3,"['1,984', '']","['1,615', '']","['1,516', '']","['2,402', '']","['1,924', '']","['1,560', '']","['2,150', '']","['1,189', '']","['1,540', '']","['1,740', '']","['1,062', '']","['1,396', '']","['1,479', '']"
10160,r501,New York -> Private -> Vassar C.,New York,Private,Vassar C.,3,"['1,280', '']","['1,838', '']","['1,258', '']","['1,694', '']","['1,220', '']","['2,854', '']","['1,495', '']","['1,600', '']","['4,185', '']","['1,009', '']","['1,568', '']","['1,606', '']","['2,580', '']"
10160,r502,New York -> Private -> Yeshiva U.,New York,Private,Yeshiva U.,3,"['314,240', '']","['281,334', '']","['289,027', '']","['271,166', '']","['306,826', '']","['306,174', '']","['46,130', '']","['3,258', '']","['3,302', '']","['2,420', '']","['2,763', '']","['5,452', '']","['7,274', '']"
10160,r503,North Carolina,North Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r504,North Carolina -> Public,North Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r505,North Carolina -> Public -> Appalachian State U.,North Carolina,Public,Appalachian State U.,3,"['2,898', '']","['3,835', '']","['4,438', '']","['3,051', '']","['4,289', '']","['3,878', '']","['3,146', '']","['4,475', '']","['3,631', '']","['3,268', '']","['4,894', '']","['4,509', '']","['7,189', '']"
10160,r506,North Carolina -> Public -> East Carolina U.,North Carolina,Public,East Carolina U.,3,"['23,995', '']","['28,114', '']","['31,990', '']","['38,271', '']","['29,925', '']","['26,549', '']","['25,273', '']","['26,117', '']","['39,074', '']","['55,611', '']","['57,820', '']","['51,662', '']","['55,693', '']"
10160,r507,North Carolina -> Public -> Elizabeth City State U.,North Carolina,Public,Elizabeth City State U.,3,"['5,576', '']","['10,455', '']","['4,455', '']","['4,515', '']","['2,988', '']","['2,277', '']","['1,889', '']","['1,340', '']","['978', '']","['ne', '']","['1,473', '']","['1,717', '']","['1,934', '']"
10160,r508,North Carolina -> Public -> Fayetteville State U.,North Carolina,Public,Fayetteville State U.,3,"['11,865', '']","['14,618', '']","['15,719', '']","['16,698', '']","['14,732', '']","['13,746', '']","['15,725', '']","['5,105', '']","['4,980', '']","['4,695', '']","['2,797', '']","['3,933', '']","['3,206', '']"
10160,r509,North Carolina -> Public -> North Carolina A&T State U.,North Carolina,Public,North Carolina A&T State U.,3,"['35,297', '']","['34,930', '']","['35,103', '']","['33,994', '']","['35,047', '']","['35,172', '']","['33,759', '']","['37,379', '']","['38,140', '']","['37,339', '']","['36,151', '']","['40,751', '']","['47,908', '']"
10160,r510,North Carolina -> Public -> North Carolina Central U.,North Carolina,Public,North Carolina Central U.,3,"['6,870', '']","['9,496', '']","['11,076', '']","['8,979', '']","['11,537', '']","['12,448', '']","['12,463', '']","['14,119', '']","['14,942', '']","['16,227', '']","['15,833', '']","['14,105', '']","['16,600', '']"
10160,r511,North Carolina -> Public -> North Carolina State U.,North Carolina,Public,North Carolina State U.,3,"['360,795', '']","['378,154', '']","['404,225', '']","['417,468', '']","['446,112', '']","['468,293', '']","['489,918', '']","['500,445', '']","['509,841', '']","['541,100', '']","['546,290', '']","['547,118', '']","['583,203', '']"
10160,r512,"North Carolina -> Public -> U. North Carolina, Asheville",North Carolina,Public,"U. North Carolina, Asheville",3,"['2,671', '']","['3,157', '']","['3,068', '']","['2,647', '']","['2,150', '']","['2,384', '']","['3,348', '']","['2,863', '']","['3,414', '']","['4,602', '']","['4,789', '']","['4,844', '']","['5,973', '']"
10160,r513,"North Carolina -> Public -> U. North Carolina, Chapel Hill",North Carolina,Public,"U. North Carolina, Chapel Hill",3,"['755,284', '']","['869,174', '']","['884,791', '']","['973,007', '']","['989,766', '']","['966,781', '']","['1,045,338', '']","['1,102,063', '']","['1,136,158', '']","['1,153,773', '']","['1,159,725', '']","['1,205,883', '']","['1,361,028', '']"
10160,r514,"North Carolina -> Public -> U. North Carolina, Charlotte",North Carolina,Public,"U. North Carolina, Charlotte",3,"['31,814', '']","['27,533', '']","['25,141', '']","['24,764', '']","['23,342', '']","['24,870', '']","['27,815', '']","['26,097', '']","['39,888', '']","['47,187', '']","['50,050', '']","['51,877', '']","['43,126', '']"
10160,r515,"North Carolina -> Public -> U. North Carolina, general administration",North Carolina,Public,"U. North Carolina, general administration",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['4,197', '']","['4,137', '']","['3,721', '']","['4,843', '']","['4,154', '']","['3,942', '']","['4,024', '']","['3,522', '']"
10160,r516,"North Carolina -> Public -> U. North Carolina, Greensboro",North Carolina,Public,"U. North Carolina, Greensboro",3,"['22,436', '']","['26,121', '']","['19,080', '']","['16,590', '']","['20,723', '']","['23,026', '']","['23,965', '']","['23,231', '']","['22,743', '']","['26,325', '']","['28,966', '']","['37,033', '']","['41,303', '']"
10160,r517,"North Carolina -> Public -> U. North Carolina, Wilmington",North Carolina,Public,"U. North Carolina, Wilmington",3,"['23,143', '']","['22,593', '']","['19,722', '']","['18,145', '']","['14,648', '']","['15,564', '']","['15,715', '']","['16,015', '']","['16,955', '']","['17,515', '']","['16,544', '']","['16,656', '']","['20,053', '']"
10160,r518,North Carolina -> Public -> Western Carolina U.,North Carolina,Public,Western Carolina U.,3,"['2,376', '']","['1,451', '']","['1,811', '']","['1,028', '']","['1,048', '']","['1,145', '']","['1,305', '']","['1,474', '']","['1,507', '']","['2,633', '']","['2,696', '']","['2,847', '']","['2,783', '']"
10160,r519,North Carolina -> Public -> Winston-Salem State U.,North Carolina,Public,Winston-Salem State U.,3,"['ne', '']","['1,179', '']","['1,977', '']","['841', '']","['ne', '']","['ne', '']","['1,356', '']","['1,575', '']","['1,629', '']","['2,011', '']","['5,781', '']","['8,123', '']","['10,436', '']"
10160,r520,North Carolina -> Private,North Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r521,North Carolina -> Private -> Davidson C.,North Carolina,Private,Davidson C.,3,"['1,493', '']","['1,977', '']","['1,400', '']","['2,337', '']","['1,804', '']","['2,377', '']","['1,521', '']","['1,736', '']","['1,638', '']","['1,777', '']","['2,263', '']","['2,466', '']","['2,788', '']"
10160,r522,North Carolina -> Private -> Duke U.,North Carolina,Private,Duke U.,3,"['983,289', '']","['1,022,207', '']","['1,009,911', '']","['992,821', '']","['1,036,813', '']","['1,036,698', '']","['1,055,778', '']","['1,126,924', '']","['1,167,611', '']","['1,226,517', '']","['1,196,638', '']","['1,237,686', '']","['1,390,538', '']"
10160,r523,North Carolina -> Private -> Elon U.,North Carolina,Private,Elon U.,3,"['ne', '']","['1,523', '']","['1,658', '']","['2,043', '']","['2,184', '']","['2,608', '']","['2,606', '']","['2,407', '']","['2,486', '']","['2,545', '']","['1,968', '']","['2,032', '']","['1,797', '']"
10160,r524,North Carolina -> Private -> Johnson C. Smith U.,North Carolina,Private,Johnson C. Smith U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,094', '']","['2,255', '']","['2,468', '']","['2,148', '']","['2,472', '']","['2,578', 'i']","['2,685', '']"
