table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_personnel,field_all_personnel_functions_ftes,field_researchers_personnel,field_researchers_ftes,field_r_d_technicians_personnel,field_r_d_technicians_ftes,field_r_d_support_staff_personnel,field_r_d_support_staff_ftes
10170,r514,"United States -> North Carolina -> Public -> U. North Carolina, Chapel Hill",United States,North Carolina,Public,"U. North Carolina, Chapel Hill",4,"['10,581', 'i']","['4,279.5', 'i']","['3,653', 'i']","['1,678.9', 'i']","['3,828', 'i']","['1,548.6', 'i']","['3,100', 'i']","['1,052.0', 'i']"
10170,r515,"United States -> North Carolina -> Public -> U. North Carolina, Charlotte",United States,North Carolina,Public,"U. North Carolina, Charlotte",4,"['1,402', '']","['307.5', '']","['308', '']","['41.0', '']","['885', '']","['238.1', '']","['209', '']","['28.4', '']"
10170,r516,"United States -> North Carolina -> Public -> U. North Carolina, general administration",United States,North Carolina,Public,"U. North Carolina, general administration",4,"['239', 'i']","['96.6', 'i']","['94', 'i']","['43.2', 'i']","['59', 'i']","['24.1', 'i']","['86', 'i']","['29.3', 'i']"
10170,r517,"United States -> North Carolina -> Public -> U. North Carolina, Greensboro",United States,North Carolina,Public,"U. North Carolina, Greensboro",4,"['991', '']","['423.5', 'i']","['514', '']","['236.2', 'i']","['389', '']","['157.4', 'i']","['88', '']","['29.9', 'i']"
10170,r518,"United States -> North Carolina -> Public -> U. North Carolina, Wilmington",United States,North Carolina,Public,"U. North Carolina, Wilmington",4,"['638', '']","['298.9', '']","['293', '']","['106.4', '']","['151', '']","['99.6', '']","['194', '']","['92.9', '']"
10170,r519,United States -> North Carolina -> Public -> Western Carolina U.,United States,North Carolina,Public,Western Carolina U.,4,"['106', '']","['61.3', '']","['24', '']","['5.6', '']","['77', '']","['52.3', '']","['5', '']","['3.4', '']"
10170,r520,United States -> North Carolina -> Public -> Winston-Salem State U.,United States,North Carolina,Public,Winston-Salem State U.,4,"['197', '']","['74.2', 'i']","['54', '']","['24.8', 'i']","['13', '']","['5.3', 'i']","['130', '']","['44.1', 'i']"
10170,r521,United States -> North Carolina -> Private,United States,North Carolina,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r522,United States -> North Carolina -> Private -> Davidson C.,United States,North Carolina,Private,Davidson C.,4,"['235', '']","['54.0', '']","['226', '']","['45.0', '']","['6', '']","['6.0', '']","['3', '']","['3.0', '']"
10170,r523,United States -> North Carolina -> Private -> Duke U.,United States,North Carolina,Private,Duke U.,4,"['9,839', '']","['6,464.9', '']","['4,625', '']","['2,897.3', '']","['3,892', '']","['2,802.3', '']","['1,322', '']","['765.3', '']"
10170,r524,United States -> North Carolina -> Private -> Elon U.,United States,North Carolina,Private,Elon U.,4,"['236', '']","['156.6', 'i']","['176', '']","['126.5', 'i']","['60', '']","['30.1', 'i']","['0', '']","['0.0', 'i']"
10170,r525,United States -> North Carolina -> Private -> Johnson C. Smith U.,United States,North Carolina,Private,Johnson C. Smith U.,4,"['69', '']","['28.3', '']","['27', '']","['10.4', '']","['0', '']","['0.0', '']","['42', '']","['17.9', '']"
10170,r526,United States -> North Carolina -> Private -> Wake Forest U.,United States,North Carolina,Private,Wake Forest U.,4,"['2,662', '']","['1,697.0', 'i']","['723', '']","['519.5', 'i']","['866', '']","['435.0', 'i']","['1,073', '']","['742.5', 'i']"
10170,r527,United States -> North Dakota,United States,North Dakota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r528,United States -> North Dakota -> Public,United States,North Dakota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r529,United States -> North Dakota -> Public -> North Dakota State U.,United States,North Dakota,Public,North Dakota State U.,4,"['3,663', '']","['916.1', '']","['397', '']","['235.2', '']","['567', '']","['283.5', '']","['2,699', '']","['397.4', '']"
10170,r530,United States -> North Dakota -> Public -> U. North Dakota,United States,North Dakota,Public,U. North Dakota,4,"['1,352', '']","['590.4', 'i']","['949', '']","['436.2', 'i']","['268', '']","['108.4', 'i']","['135', '']","['45.8', 'i']"
10170,r531,United States -> Ohio,United States,Ohio,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r532,United States -> Ohio -> Public,United States,Ohio,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r533,United States -> Ohio -> Public -> Air Force Institute of Technology,United States,Ohio,Public,Air Force Institute of Technology,4,"['375', '']","['239.5', '']","['184', '']","['82.5', '']","['146', '']","['137.0', '']","['45', '']","['20.0', '']"
10170,r534,United States -> Ohio -> Public -> Bowling Green State U.,United States,Ohio,Public,Bowling Green State U.,4,"['1,456', '']","['148.0', '']","['114', '']","['22.9', '']","['1,342', '']","['125.1', '']","['0', '']","['0.0', '']"
10170,r535,United States -> Ohio -> Public -> Central State U.,United States,Ohio,Public,Central State U.,4,"['157', '']","['47.0', '']","['34', '']","['16.0', '']","['5', '']","['4.0', '']","['118', '']","['27.0', '']"
10170,r536,United States -> Ohio -> Public -> Cleveland State U.,United States,Ohio,Public,Cleveland State U.,4,"['1,069', 'i']","['436.5', 'i']","['479', 'i']","['220.2', 'i']","['247', 'i']","['99.9', 'i']","['343', 'i']","['116.4', 'i']"
10170,r537,United States -> Ohio -> Public -> Kent State U.,United States,Ohio,Public,Kent State U.,4,"['1,165', '']","['503.1', 'i']","['592', '']","['272.1', 'i']","['561', '']","['226.9', 'i']","['12', '']","['4.1', 'i']"
10170,r538,United States -> Ohio -> Public -> Miami U.,United States,Ohio,Public,Miami U.,4,"['577', '']","['265.2', 'i']","['577', '']","['265.2', 'i']","['NA', '']","['0.0', 'i']","['NA', '']","['0.0', 'i']"
10170,r539,United States -> Ohio -> Public -> Northeast Ohio Medical U.,United States,Ohio,Public,Northeast Ohio Medical U.,4,"['165', '']","['119.7', '']","['117', '']","['75.6', '']","['44', '']","['40.1', '']","['4', '']","['4.0', '']"
10170,r540,United States -> Ohio -> Public -> Ohio State U.,United States,Ohio,Public,Ohio State U.,4,"['12,663', '']","['4,999.5', '']","['3,705', '']","['1,644.3', '']","['8,458', '']","['3,118.3', '']","['500', '']","['236.9', '']"
10170,r541,United States -> Ohio -> Public -> Ohio U.,United States,Ohio,Public,Ohio U.,4,"['709', '']","['131.0', '']","['187', '']","['51.0', '']","['520', '']","['79.0', '']","['2', '']","['1.0', '']"
10170,r542,United States -> Ohio -> Public -> U. Akron,United States,Ohio,Public,U. Akron,4,"['534', '']","['221.3', 'i']","['98', '']","['45.0', 'i']","['434', '']","['175.6', 'i']","['2', '']","['0.7', 'i']"
10170,r543,United States -> Ohio -> Public -> U. Cincinnati,United States,Ohio,Public,U. Cincinnati,4,"['4,437', '']","['2,138.0', '']","['1,714', '']","['855.0', '']","['2,271', '']","['1,025.0', '']","['452', '']","['258.0', '']"
10170,r544,United States -> Ohio -> Public -> U. Toledo,United States,Ohio,Public,U. Toledo,4,"['1,713', '']","['944.5', '']","['317', '']","['272.7', '']","['1,386', '']","['667.1', '']","['10', '']","['4.7', '']"
10170,r545,United States -> Ohio -> Public -> Wright State U.,United States,Ohio,Public,Wright State U.,4,"['445', '']","['188.2', '']","['102', '']","['73.2', '']","['329', '']","['101.8', '']","['14', '']","['13.2', '']"
10170,r546,United States -> Ohio -> Public -> Youngstown State U.,United States,Ohio,Public,Youngstown State U.,4,"['158', '']","['18.4', '']","['29', '']","['1.8', '']","['129', '']","['16.6', '']","['0', '']","['0.0', '']"
10170,r547,United States -> Ohio -> Private,United States,Ohio,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r548,United States -> Ohio -> Private -> C. Wooster,United States,Ohio,Private,C. Wooster,4,"['76', '']","['52.8', 'i']","['22', '']","['15.8', 'i']","['2', '']","['1.0', 'i']","['52', '']","['36.0', 'i']"
10170,r549,United States -> Ohio -> Private -> Case Western Reserve U.,United States,Ohio,Private,Case Western Reserve U.,4,"['2,870', 'i']","['1,774.7', 'i']","['1,059', 'i']","['760.8', 'i']","['1,260', 'i']","['632.6', 'i']","['551', 'i']","['381.3', 'i']"
10170,r550,United States -> Ohio -> Private -> Heidelberg U.,United States,Ohio,Private,Heidelberg U.,4,"['10', '']","['6.0', '']","['5', '']","['3.0', '']","['4', '']","['2.5', '']","['1', '']","['0.5', '']"
10170,r551,United States -> Ohio -> Private -> Kenyon C.,United States,Ohio,Private,Kenyon C.,4,"['77', '']","['8.4', '']","['17', '']","['3.8', '']","['60', '']","['4.6', '']","['0', '']","['0.0', '']"
10170,r552,United States -> Ohio -> Private -> U. Dayton,United States,Ohio,Private,U. Dayton,4,"['1,201', '']","['747.4', '']","['843', '']","['473.6', '']","['121', '']","['116.2', '']","['237', '']","['157.6', '']"
10170,r553,United States -> Oklahoma,United States,Oklahoma,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r554,United States -> Oklahoma -> Public,United States,Oklahoma,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r555,United States -> Oklahoma -> Public -> Langston U.,United States,Oklahoma,Public,Langston U.,4,"['113', '']","['51.9', 'i']","['113', '']","['51.9', 'i']","['NA', '']","['0.0', 'i']","['NA', '']","['0.0', 'i']"
10170,r556,"United States -> Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",United States,Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",4,"['113', '']","['55.5', '']","['45', '']","['12.3', '']","['10', '']","['5.1', '']","['58', '']","['38.1', '']"
10170,r557,"United States -> Oklahoma -> Public -> Oklahoma State U., Stillwater",United States,Oklahoma,Public,"Oklahoma State U., Stillwater",4,"['2,322', '']","['989.8', '']","['1,486', '']","['630.3', '']","['193', '']","['109.5', '']","['643', '']","['250.0', '']"
10170,r558,United States -> Oklahoma -> Public -> U. Central Oklahoma,United States,Oklahoma,Public,U. Central Oklahoma,4,"['302', 'i']","['118.3', 'i']","['79', 'i']","['36.1', 'i']","['99', 'i']","['40.1', 'i']","['124', 'i']","['42.1', 'i']"
10170,r559,"United States -> Oklahoma -> Public -> U. Oklahoma, Norman and Health Science Center",United States,Oklahoma,Public,"U. Oklahoma, Norman and Health Science Center",4,"['3,870', '']","['1,558.6', 'i']","['1,183', '']","['543.7', 'i']","['1,583', '']","['640.3', 'i']","['1,104', '']","['374.6', 'i']"
10170,r560,"United States -> Oklahoma -> Public -> U. Oklahoma, Tulsa",United States,Oklahoma,Public,"U. Oklahoma, Tulsa",4,"['118', '']","['45.9', 'i']","['20', '']","['9.2', 'i']","['54', '']","['21.8', 'i']","['44', '']","['14.9', 'i']"
10170,r561,United States -> Oklahoma -> Private,United States,Oklahoma,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r562,United States -> Oklahoma -> Private -> U. Tulsa,United States,Oklahoma,Private,U. Tulsa,4,"['478', '']","['172.8', '']","['332', '']","['109.9', '']","['18', '']","['14.4', '']","['128', '']","['48.5', '']"
10170,r563,United States -> Oregon,United States,Oregon,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r564,United States -> Oregon -> Public,United States,Oregon,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r565,United States -> Oregon -> Public -> Oregon Health and Science U.,United States,Oregon,Public,Oregon Health and Science U.,4,"['4,006', '']","['1,621.5', 'i']","['1,294', '']","['594.8', 'i']","['1,633', '']","['660.6', 'i']","['1,079', '']","['366.1', 'i']"
10170,r566,United States -> Oregon -> Public -> Oregon Institute of Technology,United States,Oregon,Public,Oregon Institute of Technology,4,"['271', 'i']","['108.3', 'i']","['89', 'i']","['41.0', 'i']","['86', 'i']","['34.7', 'i']","['96', 'i']","['32.6', 'i']"
10170,r567,United States -> Oregon -> Public -> Oregon State U.,United States,Oregon,Public,Oregon State U.,4,"['4,578', '']","['1,329.6', '']","['867', '']","['257.0', '']","['3,008', '']","['915.6', '']","['703', '']","['157.0', '']"
10170,r568,United States -> Oregon -> Public -> Portland State U.,United States,Oregon,Public,Portland State U.,4,"['846', '']","['540.0', '']","['778', '']","['488.0', '']","['42', '']","['28.0', '']","['26', '']","['24.0', '']"
10170,r569,United States -> Oregon -> Public -> U. Oregon,United States,Oregon,Public,U. Oregon,4,"['1,784', '']","['648.1', '']","['386', '']","['138.1', '']","['82', '']","['34.8', '']","['1,316', '']","['475.2', '']"
10170,r570,United States -> Oregon -> Private,United States,Oregon,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r571,United States -> Oregon -> Private -> Lewis and Clark C.,United States,Oregon,Private,Lewis and Clark C.,4,"['266', '']","['36.2', '']","['44', '']","['8.6', '']","['215', '']","['23.8', '']","['7', '']","['3.8', '']"
10170,r572,United States -> Oregon -> Private -> Pacific U.,United States,Oregon,Private,Pacific U.,4,"['313', 'i']","['201.5', 'i']","['143', 'i']","['102.5', 'i']","['96', 'i']","['48.1', 'i']","['74', 'i']","['50.9', 'i']"
10170,r573,United States -> Oregon -> Private -> Reed C.,United States,Oregon,Private,Reed C.,4,"['285', 'i']","['172.8', 'i']","['97', 'i']","['69.9', 'i']","['145', 'i']","['72.8', 'i']","['43', 'i']","['30.1', 'i']"
10170,r574,United States -> Oregon -> Private -> Willamette U.,United States,Oregon,Private,Willamette U.,4,"['133', '']","['15.0', '']","['56', '']","['7.0', '']","['72', '']","['5.0', '']","['5', '']","['3.0', '']"
10170,r575,United States -> Pennsylvania,United States,Pennsylvania,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r576,United States -> Pennsylvania -> Public,United States,Pennsylvania,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r577,United States -> Pennsylvania -> Public -> East Stroudsburg U. Pennsylvania,United States,Pennsylvania,Public,East Stroudsburg U. Pennsylvania,4,"['68', '']","['16.4', '']","['52', '']","['10.4', '']","['4', '']","['2.0', '']","['12', '']","['4.0', '']"
10170,r578,United States -> Pennsylvania -> Public -> Indiana U. Pennsylvania,United States,Pennsylvania,Public,Indiana U. Pennsylvania,4,"['275', '']","['54.8', '']","['122', '']","['24.4', '']","['70', '']","['11.2', '']","['83', '']","['19.2', '']"
10170,r579,"United States -> Pennsylvania -> Public -> Pennsylvania State U., Behrend",United States,Pennsylvania,Public,"Pennsylvania State U., Behrend",4,"['154', '']","['70.8', 'i']","['154', '']","['70.8', 'i']","['NA', '']","['0.0', 'i']","['NA', '']","['0.0', 'i']"
10170,r580,"United States -> Pennsylvania -> Public -> Pennsylvania State U., Harrisburg",United States,Pennsylvania,Public,"Pennsylvania State U., Harrisburg",4,"['154', '']","['70.8', 'i']","['154', '']","['70.8', 'i']","['NA', '']","['0.0', 'i']","['NA', '']","['0.0', 'i']"
10170,r581,"United States -> Pennsylvania -> Public -> Pennsylvania State U., University Park and Hershey Medical Center",United States,Pennsylvania,Public,"Pennsylvania State U., University Park and Hershey Medical Center",4,"['4,294', '']","['1,973.7', 'i']","['4,294', '']","['1,973.7', 'i']","['NA', '']","['0.0', 'i']","['NA', '']","['0.0', 'i']"
10170,r582,United States -> Pennsylvania -> Public -> Temple U.,United States,Pennsylvania,Public,Temple U.,4,"['3,494', '']","['2,471.0', '']","['643', '']","['369.0', '']","['1,084', '']","['930.9', '']","['1,767', '']","['1,171.1', '']"
10170,r583,"United States -> Pennsylvania -> Public -> U. Pittsburgh, Pittsburgh",United States,Pennsylvania,Public,"U. Pittsburgh, Pittsburgh",4,"['12,043', '']","['6,714.1', '']","['2,805', '']","['1,584.2', '']","['6,249', '']","['3,831.2', '']","['2,989', '']","['1,298.7', '']"
