table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3180,r517,North Carolina -> Public -> North Carolina State U.,North Carolina,Public,North Carolina State U.,3,"['360,795', '']","['378,154', '']","['404,225', '']","['417,468', '']","['446,112', '']","['468,293', '']","['489,918', '']","['500,445', '']","['509,841', '']","['541,100', '']"
3180,r518,"North Carolina -> Public -> U. North Carolina, Asheville",North Carolina,Public,"U. North Carolina, Asheville",3,"['2,671', '']","['3,157', '']","['3,068', '']","['2,647', '']","['2,150', '']","['2,384', '']","['3,348', '']","['2,863', '']","['3,414', '']","['4,602', '']"
3180,r519,"North Carolina -> Public -> U. North Carolina, Chapel Hill",North Carolina,Public,"U. North Carolina, Chapel Hill",3,"['755,284', '']","['869,174', '']","['884,791', '']","['973,007', '']","['989,766', '']","['966,781', '']","['1,045,338', '']","['1,102,063', '']","['1,136,158', '']","['1,153,773', '']"
3180,r520,"North Carolina -> Public -> U. North Carolina, Charlotte",North Carolina,Public,"U. North Carolina, Charlotte",3,"['31,814', '']","['27,533', '']","['25,141', '']","['24,764', '']","['23,342', '']","['24,870', '']","['27,815', '']","['26,097', '']","['39,888', '']","['47,187', '']"
3180,r521,"North Carolina -> Public -> U. North Carolina, general administration",North Carolina,Public,"U. North Carolina, general administration",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['4,197', '']","['4,137', '']","['3,721', '']","['4,843', '']","['4,154', '']"
3180,r522,"North Carolina -> Public -> U. North Carolina, Greensboro",North Carolina,Public,"U. North Carolina, Greensboro",3,"['22,436', '']","['26,121', '']","['19,080', '']","['16,590', '']","['20,723', '']","['23,026', '']","['23,965', '']","['23,231', '']","['22,743', '']","['26,325', '']"
3180,r523,"North Carolina -> Public -> U. North Carolina, Wilmington",North Carolina,Public,"U. North Carolina, Wilmington",3,"['23,143', '']","['22,593', '']","['19,722', '']","['18,145', '']","['14,648', '']","['15,564', '']","['15,715', '']","['16,015', '']","['16,955', '']","['17,515', '']"
3180,r524,North Carolina -> Public -> Western Carolina U.,North Carolina,Public,Western Carolina U.,3,"['2,376', '']","['1,451', '']","['1,811', '']","['1,028', '']","['1,048', '']","['1,145', '']","['1,305', '']","['1,474', '']","['1,507', '']","['2,633', '']"
3180,r525,North Carolina -> Public -> Winston-Salem State U.,North Carolina,Public,Winston-Salem State U.,3,"['ne', '']","['1,179', '']","['1,977', '']","['841', '']","['ne', '']","['ne', '']","['1,356', '']","['1,575', '']","['1,629', '']","['2,011', '']"
3180,r526,North Carolina -> Private,North Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r527,North Carolina -> Private -> Davidson C.,North Carolina,Private,Davidson C.,3,"['1,493', '']","['1,977', '']","['1,400', '']","['2,337', '']","['1,804', '']","['2,377', '']","['1,521', '']","['1,736', '']","['1,638', '']","['1,777', '']"
3180,r528,North Carolina -> Private -> Duke U.,North Carolina,Private,Duke U.,3,"['983,289', '']","['1,022,207', '']","['1,009,911', '']","['992,821', '']","['1,036,813', '']","['1,036,698', '']","['1,055,778', '']","['1,126,924', '']","['1,167,611', '']","['1,226,517', '']"
3180,r529,North Carolina -> Private -> Elon U.,North Carolina,Private,Elon U.,3,"['ne', '']","['1,523', '']","['1,658', '']","['2,043', '']","['2,184', '']","['2,608', '']","['2,606', '']","['2,407', '']","['2,486', '']","['2,545', '']"
3180,r530,North Carolina -> Private -> Johnson C. Smith U.,North Carolina,Private,Johnson C. Smith U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,094', '']","['2,255', '']","['2,468', '']","['2,148', '']"
3180,r531,North Carolina -> Private -> Wake Forest U.,North Carolina,Private,Wake Forest U.,3,"['192,034', '']","['209,134', '']","['204,328', '']","['182,721', '']","['176,380', '']","['171,926', '']","['170,006', '']","['182,227', '']","['191,371', '']","['238,933', '']"
3180,r532,North Dakota,North Dakota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r533,North Dakota -> Public,North Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r534,North Dakota -> Public -> North Dakota State U.,North Dakota,Public,North Dakota State U.,3,"['126,419', '']","['134,064', '']","['135,493', '']","['150,173', '']","['154,437', '']","['153,542', '']","['156,297', '']","['153,119', '']","['145,669', '']","['152,381', '']"
3180,r535,North Dakota -> Public -> U. North Dakota,North Dakota,Public,U. North Dakota,3,"['76,560', '']","['74,882', '']","['80,149', '']","['68,942', '']","['67,595', '']","['64,384', '']","['70,275', '']","['102,823', '']","['109,865', '']","['110,836', '']"
3180,r536,Ohio,Ohio,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r537,Ohio -> Public,Ohio,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r538,Ohio -> Public -> Air Force Institute of Technology,Ohio,Public,Air Force Institute of Technology,3,"['31,259', '']","['31,879', '']","['32,746', '']","['27,592', '']","['23,902', '']","['26,866', '']","['29,998', '']","['35,733', '']","['33,360', '']","['34,016', '']"
3180,r539,Ohio -> Public -> Bowling Green State U.,Ohio,Public,Bowling Green State U.,3,"['8,124', '']","['8,999', '']","['8,566', '']","['13,157', '']","['8,861', '']","['7,995', '']","['14,460', '']","['14,333', '']","['17,991', '']","['17,026', '']"
3180,r540,Ohio -> Public -> Central State U.,Ohio,Public,Central State U.,3,"['3,233', '']","['3,821', '']","['3,591', '']","['2,771', '']","['2,025', '']","['1,508', '']","['1,643', '']","['2,008', '']","['3,615', '']","['3,766', '']"
3180,r541,Ohio -> Public -> Cleveland State U.,Ohio,Public,Cleveland State U.,3,"['34,235', '']","['55,502', '']","['61,111', '']","['67,378', '']","['61,783', '']","['57,662', '']","['77,720', '']","['83,762', '']","['83,641', '']","['80,077', '']"
3180,r542,Ohio -> Public -> Kent State U.,Ohio,Public,Kent State U.,3,"['26,331', '']","['27,455', '']","['26,507', '']","['23,149', '']","['25,666', '']","['38,069', '']","['34,661', '']","['42,003', '']","['42,792', '']","['47,188', '']"
3180,r543,Ohio -> Public -> Miami U.,Ohio,Public,Miami U.,3,"['26,521', '']","['26,093', '']","['26,311', '']","['23,924', '']","['21,216', '']","['16,108', '']","['16,057', '']","['17,239', '']","['19,658', '']","['22,380', '']"
3180,r544,Ohio -> Public -> Northeast Ohio Medical U.,Ohio,Public,Northeast Ohio Medical U.,3,"['10,819', '']","['13,581', '']","['13,358', '']","['12,722', '']","['15,916', '']","['17,103', '']","['18,823', '']","['19,216', '']","['18,231', '']","['18,016', '']"
3180,r545,Ohio -> Public -> Ohio State U.,Ohio,Public,Ohio State U.,3,"['755,194', '']","['832,126', '']","['766,513', '']","['793,373', '']","['815,075', '']","['817,881', '']","['818,464', '']","['864,327', '']","['875,014', '']","['929,250', '']"
3180,r546,Ohio -> Public -> Ohio U.,Ohio,Public,Ohio U.,3,"['50,440', '']","['57,643', '']","['57,203', '']","['59,734', '']","['60,800', '']","['61,078', '']","['59,117', '']","['61,092', '']","['53,303', '']","['53,735', '']"
3180,r547,Ohio -> Public -> U. Akron,Ohio,Public,U. Akron,3,"['52,884', '']","['60,352', '']","['66,413', '']","['69,640', '']","['69,528', '']","['58,512', '']","['58,817', '']","['41,326', '']","['32,582', '']","['30,020', '']"
3180,r548,Ohio -> Public -> U. Cincinnati,Ohio,Public,U. Cincinnati,3,"['411,269', '']","['448,936', '']","['433,668', '']","['438,642', '']","['422,873', '']","['436,028', '']","['430,579', '']","['455,250', '']","['480,095', '']","['529,796', '']"
3180,r549,Ohio -> Public -> U. Toledo,Ohio,Public,U. Toledo,3,"['70,399', '']","['74,149', '']","['68,228', '']","['69,072', '']","['61,900', '']","['52,354', '']","['50,019', '']","['50,030', '']","['50,320', '']","['55,006', '']"
3180,r550,Ohio -> Public -> Wright State U.,Ohio,Public,Wright State U.,3,"['48,575', '']","['48,501', '']","['46,213', '']","['50,489', '']","['54,985', '']","['54,289', '']","['55,484', '']","['59,379', '']","['68,035', '']","['64,208', '']"
3180,r551,Ohio -> Public -> Youngstown State U.,Ohio,Public,Youngstown State U.,3,"['4,523', '']","['4,732', '']","['3,598', '']","['3,785', '']","['3,464', '']","['3,348', '']","['2,342', '']","['4,439', '']","['4,463', '']","['4,447', '']"
3180,r552,Ohio -> Private,Ohio,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r553,Ohio -> Private -> C. Wooster,Ohio,Private,C. Wooster,3,"['988', '']","['1,225', '']","['966', '']","['ne', '']","['1,321', '']","['1,245', 'i']","['ne', '']","['1,644', '']","['1,494', '']","['1,758', '']"
3180,r554,Ohio -> Private -> Case Western Reserve U.,Ohio,Private,Case Western Reserve U.,3,"['418,164', '']","['429,206', '']","['431,090', '']","['425,788', '']","['419,011', '']","['401,527', '']","['405,655', '']","['408,609', '']","['434,441', '']","['438,994', '']"
3180,r555,Ohio -> Private -> Heidelberg U.,Ohio,Private,Heidelberg U.,3,"['ne', '']","['1,219', 'i']","['ne', '']","['1,129', '']","['1,539', '']","['1,109', '']","['1,286', '']","['1,621', '']","['1,280', '']","['1,237', '']"
3180,r556,Ohio -> Private -> Kenyon C.,Ohio,Private,Kenyon C.,3,"['428', '']","['433', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,227', '']","['1,092', '']"
3180,r557,Ohio -> Private -> Oberlin C.,Ohio,Private,Oberlin C.,3,"['1,985', '']","['1,710', '']","['1,856', '']","['1,670', '']","['1,819', '']","['1,932', '']","['1,305', '']","['1,887', '']","['1,803', '']","['2,076', '']"
3180,r558,Ohio -> Private -> U. Dayton,Ohio,Private,U. Dayton,3,"['93,309', '']","['90,557', '']","['81,030', '']","['84,252', '']","['86,881', '']","['98,182', '']","['116,589', '']","['135,214', '']","['147,001', '']","['165,343', '']"
3180,r559,Oklahoma,Oklahoma,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r560,Oklahoma -> Public,Oklahoma,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r561,Oklahoma -> Public -> Langston U.,Oklahoma,Public,Langston U.,3,"['4,492', '']","['5,206', '']","['5,326', '']","['4,932', '']","['8,512', '']","['8,126', '']","['11,178', '']","['11,025', 'i']","['10,872', 'i']","['10,719', '']"
3180,r562,"Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",3,"['4,398', '']","['2,815', '']","['2,122', '']","['2,137', '']","['1,805', '']","['1,625', '']","['2,182', '']","['2,454', '']","['2,608', '']","['5,408', '']"
3180,r563,"Oklahoma -> Public -> Oklahoma State U., Stillwater",Oklahoma,Public,"Oklahoma State U., Stillwater",3,"['147,094', '']","['162,786', '']","['166,523', '']","['134,500', '']","['126,543', '']","['129,968', '']","['181,617', '']","['189,024', '']","['188,756', '']","['184,276', '']"
3180,r564,Oklahoma -> Public -> U. Central Oklahoma,Oklahoma,Public,U. Central Oklahoma,3,"['1,786', '']","['1,548', '']","['1,028', '']","['1,067', '']","['1,362', '']","['7,691', '']","['6,275', '']","['5,832', '']","['5,104', '']","['5,682', '']"
3180,r565,"Oklahoma -> Public -> U. Oklahoma, Norman and Health Science Center",Oklahoma,Public,"U. Oklahoma, Norman and Health Science Center",3,"['218,089', '']","['249,297', '']","['240,974', '']","['255,674', '']","['253,344', '']","['242,367', '']","['259,998', '']","['272,239', '']","['283,638', '']","['302,679', '']"
3180,r566,"Oklahoma -> Public -> U. Oklahoma, Tulsa",Oklahoma,Public,"U. Oklahoma, Tulsa",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['4,104', '']","['4,962', '']","['4,487', '']","['6,233', '']","['6,373', '']"
3180,r567,Oklahoma -> Private,Oklahoma,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r568,Oklahoma -> Private -> U. Tulsa,Oklahoma,Private,U. Tulsa,3,"['23,387', '']","['19,489', '']","['20,270', '']","['21,757', '']","['27,077', '']","['25,066', '']","['22,347', '']","['20,879', '']","['20,072', '']","['18,648', '']"
3180,r569,Oregon,Oregon,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r570,Oregon -> Public,Oregon,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r571,Oregon -> Public -> Oregon Health and Science U.,Oregon,Public,Oregon Health and Science U.,3,"['314,990', '']","['334,324', '']","['305,530', '']","['308,767', '']","['314,802', '']","['326,915', '']","['331,524', '']","['348,449', '']","['372,180', '']","['415,629', '']"
3180,r572,Oregon -> Public -> Oregon Institute of Technology,Oregon,Public,Oregon Institute of Technology,3,"['ne', '']","['258', '']","['ne', '']","['ne', '']","['ne', '']","['2,056', '']","['4,027', '']","['3,595', 'i']","['3,163', '']","['4,793', '']"
3180,r573,Oregon -> Public -> Oregon State U.,Oregon,Public,Oregon State U.,3,"['216,595', '']","['228,814', '']","['240,507', '']","['232,677', '']","['230,963', '']","['245,317', '']","['254,275', '']","['267,068', '']","['272,433', '']","['263,830', '']"
3180,r574,Oregon -> Public -> Portland State U.,Oregon,Public,Portland State U.,3,"['56,533', '']","['58,975', '']","['58,489', '']","['55,435', '']","['54,787', '']","['53,872', '']","['56,572', '']","['48,964', '']","['46,911', '']","['50,045', '']"
3180,r575,Oregon -> Public -> U. Oregon,Oregon,Public,U. Oregon,3,"['94,107', '']","['103,019', '']","['105,030', '']","['94,522', '']","['91,203', '']","['79,698', '']","['100,754', '']","['95,974', '']","['111,896', '']","['110,664', '']"
3180,r576,Oregon -> Private,Oregon,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r577,Oregon -> Private -> Lewis and Clark C.,Oregon,Private,Lewis and Clark C.,3,"['2,753', '']","['2,778', '']","['2,246', '']","['3,628', '']","['4,713', '']","['3,873', '']","['3,267', '']","['3,438', '']","['2,811', '']","['2,750', '']"
3180,r578,Oregon -> Private -> National U. of Natural Medicine,Oregon,Private,National U. of Natural Medicine,3,"['ne', '']","['791', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['921', '']","['ne', '']","['1,245', '']"
3180,r579,Oregon -> Private -> Pacific U.,Oregon,Private,Pacific U.,3,"['1,849', '']","['1,129', '']","['2,110', '']","['2,535', '']","['2,122', '']","['2,016', '']","['2,508', '']","['7,770', '']","['6,264', '']","['8,753', '']"
3180,r580,Oregon -> Private -> Reed C.,Oregon,Private,Reed C.,3,"['1,904', '']","['1,839', '']","['1,837', '']","['2,395', '']","['3,124', '']","['3,050', '']","['3,213', '']","['1,415', '']","['2,607', '']","['3,240', '']"
3180,r581,Oregon -> Private -> U. Portland,Oregon,Private,U. Portland,3,"['1,205', '']","['1,257', '']","['755', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['942', '']"
3180,r582,Oregon -> Private -> Willamette U.,Oregon,Private,Willamette U.,3,"['2,059', '']","['1,940', '']","['2,652', '']","['1,960', '']","['1,698', '']","['2,007', '']","['2,459', '']","['3,147', '']","['2,723', '']","['1,953', '']"
3180,r583,Pennsylvania,Pennsylvania,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r584,Pennsylvania -> Public,Pennsylvania,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r585,Pennsylvania -> Public -> Indiana U. Pennsylvania,Pennsylvania,Public,Indiana U. Pennsylvania,3,"['1,376', '']","['1,736', '']","['1,809', '']","['1,280', '']","['938', '']","['ne', '']","['1,241', '']","['2,291', '']","['6,450', '']","['8,119', '']"
3180,r586,"Pennsylvania -> Public -> Pennsylvania State U., Behrend",Pennsylvania,Public,"Pennsylvania State U., Behrend",3,"['3,265', '']","['3,183', '']","['3,374', '']","['3,203', '']","['4,282', '']","['3,737', '']","['5,382', '']","['3,804', '']","['2,760', '']","['3,414', '']"
3180,r587,"Pennsylvania -> Public -> Pennsylvania State U., Harrisburg",Pennsylvania,Public,"Pennsylvania State U., Harrisburg",3,"['2,734', '']","['3,460', '']","['2,903', '']","['2,230', '']","['2,557', '']","['3,379', '']","['2,558', '']","['1,654', '']","['2,119', '']","['2,805', '']"
