table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_educational_subrecipients,field_total_to_business,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_educational_subrecipients,field_federally_financed_to_business,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
3189,r503,United States -> New York -> Private -> Skidmore C.,United States,New York,Private,Skidmore C.,4,"['795', '']","['595', '']","['0', '']","['200', '']","['0', '']","['795', '']","['595', '']","['0', '']","['200', '']","['0', '']"
3189,r504,"United States -> New York -> Private -> St. John's U., New York",United States,New York,Private,"St. John's U., New York",4,"['20', 'i']","['20', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['20', 'i']","['20', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3189,r505,United States -> New York -> Private -> Syracuse U.,United States,New York,Private,Syracuse U.,4,"['5,874', '']","['3,071', '']","['717', '']","['2,082', '']","['4', '']","['4,014', '']","['2,913', '']","['591', '']","['506', '']","['4', '']"
3189,r506,"United States -> New York -> Private -> Teachers C., Columbia U.",United States,New York,Private,"Teachers C., Columbia U.",4,"['3,623', '']","['1,013', '']","['0', '']","['1,588', '']","['1,022', '']","['2,266', '']","['500', '']","['0', '']","['1,134', '']","['632', '']"
3189,r507,United States -> New York -> Private -> U. Rochester,United States,New York,Private,U. Rochester,4,"['28,645', '']","['19,236', '']","['2,250', '']","['4,418', '']","['2,741', '']","['26,028', '']","['18,121', '']","['1,488', '']","['3,970', '']","['2,449', '']"
3189,r508,"United States -> New York -> Private -> Union C., Schenectady",United States,New York,Private,"Union C., Schenectady",4,"['27', '']","['27', '']","['0', '']","['0', '']","['0', '']","['27', '']","['27', '']","['0', '']","['0', '']","['0', '']"
3189,r509,United States -> New York -> Private -> Vassar C.,United States,New York,Private,Vassar C.,4,"['364', '']","['364', '']","['0', '']","['0', '']","['0', '']","['364', '']","['364', '']","['0', '']","['0', '']","['0', '']"
3189,r510,United States -> New York -> Private -> Yeshiva U.,United States,New York,Private,Yeshiva U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r511,United States -> North Carolina,United States,North Carolina,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r512,United States -> North Carolina -> Public,United States,North Carolina,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r513,United States -> North Carolina -> Public -> Appalachian State U.,United States,North Carolina,Public,Appalachian State U.,4,"['90', '']","['44', '']","['0', '']","['46', '']","['0', '']","['14', '']","['14', '']","['0', '']","['0', '']","['0', '']"
3189,r514,United States -> North Carolina -> Public -> East Carolina U.,United States,North Carolina,Public,East Carolina U.,4,"['1,567', '']","['1,003', '']","['51', '']","['124', '']","['389', '']","['1,370', '']","['806', '']","['51', '']","['124', '']","['389', '']"
3189,r515,United States -> North Carolina -> Public -> Fayetteville State U.,United States,North Carolina,Public,Fayetteville State U.,4,"['60', '']","['60', '']","['0', '']","['0', '']","['0', '']","['60', '']","['60', '']","['0', '']","['0', '']","['0', '']"
3189,r516,United States -> North Carolina -> Public -> North Carolina Agricultural and Technical State U.,United States,North Carolina,Public,North Carolina Agricultural and Technical State U.,4,"['3,739', '']","['3,207', '']","['221', '']","['311', '']","['0', '']","['3,608', '']","['3,207', '']","['90', '']","['311', '']","['0', '']"
3189,r517,United States -> North Carolina -> Public -> North Carolina Central U.,United States,North Carolina,Public,North Carolina Central U.,4,"['119', '']","['93', '']","['6', '']","['0', '']","['20', '']","['113', '']","['93', '']","['0', '']","['0', '']","['20', '']"
3189,r518,United States -> North Carolina -> Public -> North Carolina State U.,United States,North Carolina,Public,North Carolina State U.,4,"['44,859', '']","['97', 'i']","['19,571', 'i']","['13,776', 'i']","['11,415', 'i']","['40,268', '']","['97', 'i']","['17,669', 'i']","['12,474', 'i']","['10,028', 'i']"
3189,r519,"United States -> North Carolina -> Public -> U. North Carolina, Asheville",United States,North Carolina,Public,"U. North Carolina, Asheville",4,"['996', '']","['25', '']","['0', '']","['904', '']","['67', '']","['153', '']","['25', '']","['0', '']","['61', '']","['67', '']"
3189,r520,"United States -> North Carolina -> Public -> U. North Carolina, Chapel Hill",United States,North Carolina,Public,"U. North Carolina, Chapel Hill",4,"['154,944', '']","['69,537', '']","['45,477', '']","['26,120', '']","['13,810', '']","['145,305', '']","['65,390', '']","['43,810', '']","['23,719', '']","['12,386', '']"
3189,r521,"United States -> North Carolina -> Public -> U. North Carolina, Charlotte",United States,North Carolina,Public,"U. North Carolina, Charlotte",4,"['2,594', '']","['2,449', '']","['1', '']","['45', '']","['99', '']","['2,476', '']","['2,449', '']","['1', '']","['3', '']","['23', '']"
3189,r522,"United States -> North Carolina -> Public -> U. North Carolina, general administration",United States,North Carolina,Public,"U. North Carolina, general administration",4,"['4,105', '']","['4,105', '']","['0', '']","['0', '']","['0', '']","['178', '']","['178', '']","['0', '']","['0', '']","['0', '']"
3189,r523,"United States -> North Carolina -> Public -> U. North Carolina, Greensboro",United States,North Carolina,Public,"U. North Carolina, Greensboro",4,"['2,114', '']","['1,530', '']","['282', '']","['4', '']","['298', '']","['2,112', '']","['1,530', '']","['282', '']","['4', '']","['296', '']"
3189,r524,"United States -> North Carolina -> Public -> U. North Carolina, Wilmington",United States,North Carolina,Public,"U. North Carolina, Wilmington",4,"['1,831', '']","['1,154', '']","['474', '']","['26', '']","['177', '']","['1,357', '']","['1,154', '']","['0', '']","['26', '']","['177', '']"
3189,r525,United States -> North Carolina -> Public -> Western Carolina U.,United States,North Carolina,Public,Western Carolina U.,4,"['81', '']","['55', '']","['0', '']","['0', '']","['26', '']","['81', '']","['55', '']","['0', '']","['0', '']","['26', '']"
3189,r526,United States -> North Carolina -> Public -> Winston-Salem State U.,United States,North Carolina,Public,Winston-Salem State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r527,United States -> North Carolina -> Private,United States,North Carolina,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r528,United States -> North Carolina -> Private -> Davidson C.,United States,North Carolina,Private,Davidson C.,4,"['111', '']","['111', '']","['0', '']","['0', '']","['0', '']","['71', '']","['71', '']","['0', '']","['0', '']","['0', '']"
3189,r529,United States -> North Carolina -> Private -> Duke U.,United States,North Carolina,Private,Duke U.,4,"['165,088', '']","['41,362', '']","['121,269', '']","['2,167', '']","['290', '']","['100,492', '']","['37,246', '']","['61,750', '']","['1,373', '']","['123', '']"
3189,r530,United States -> North Carolina -> Private -> Elon U.,United States,North Carolina,Private,Elon U.,4,"['36', '']","['36', '']","['0', '']","['0', '']","['0', '']","['36', '']","['36', '']","['0', '']","['0', '']","['0', '']"
3189,r531,United States -> North Carolina -> Private -> Johnson C. Smith U.,United States,North Carolina,Private,Johnson C. Smith U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r532,United States -> North Carolina -> Private -> Wake Forest U.,United States,North Carolina,Private,Wake Forest U.,4,"['36,282', '']","['29,670', '']","['869', '']","['5,487', '']","['256', '']","['33,535', '']","['27,528', '']","['869', '']","['5,138', '']","['0', '']"
3189,r533,United States -> North Dakota,United States,North Dakota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r534,United States -> North Dakota -> Public,United States,North Dakota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r535,United States -> North Dakota -> Public -> North Dakota State U.,United States,North Dakota,Public,North Dakota State U.,4,"['7,724', '']","['6,851', '']","['760', '']","['0', '']","['113', '']","['6,867', '']","['6,044', '']","['725', '']","['0', '']","['98', '']"
3189,r536,United States -> North Dakota -> Public -> U. North Dakota,United States,North Dakota,Public,U. North Dakota,4,"['13,906', '']","['2,595', '']","['10,364', '']","['900', '']","['47', '']","['12,641', '']","['2,589', '']","['9,220', '']","['830', '']","['2', '']"
3189,r537,United States -> Ohio,United States,Ohio,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r538,United States -> Ohio -> Public,United States,Ohio,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r539,United States -> Ohio -> Public -> Air Force Institute of Technology,United States,Ohio,Public,Air Force Institute of Technology,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r540,United States -> Ohio -> Public -> Bowling Green State U.,United States,Ohio,Public,Bowling Green State U.,4,"['984', '']","['720', '']","['0', '']","['62', '']","['202', '']","['715', '']","['532', '']","['0', '']","['12', '']","['171', '']"
3189,r541,United States -> Ohio -> Public -> Central State U.,United States,Ohio,Public,Central State U.,4,"['148', '']","['94', '']","['0', '']","['0', '']","['54', '']","['119', '']","['92', '']","['0', '']","['0', '']","['27', '']"
3189,r542,United States -> Ohio -> Public -> Cleveland State U.,United States,Ohio,Public,Cleveland State U.,4,"['1,535', '']","['701', '']","['206', '']","['628', '']","['0', '']","['1,503', '']","['669', '']","['206', '']","['628', '']","['0', '']"
3189,r543,United States -> Ohio -> Public -> Kent State U.,United States,Ohio,Public,Kent State U.,4,"['1,130', '']","['879', '']","['37', '']","['210', '']","['4', '']","['1,110', '']","['879', '']","['37', '']","['190', '']","['4', '']"
3189,r544,United States -> Ohio -> Public -> Miami U.,United States,Ohio,Public,Miami U.,4,"['764', '']","['731', '']","['29', '']","['0', '']","['4', '']","['590', '']","['581', '']","['9', '']","['0', '']","['0', '']"
3189,r545,United States -> Ohio -> Public -> Northeast Ohio Medical U.,United States,Ohio,Public,Northeast Ohio Medical U.,4,"['233', '']","['230', '']","['0', '']","['3', '']","['0', '']","['203', '']","['203', '']","['0', '']","['0', '']","['0', '']"
3189,r546,United States -> Ohio -> Public -> Ohio State U.,United States,Ohio,Public,Ohio State U.,4,"['108,996', '']","['56,333', '']","['27,917', '']","['21,297', '']","['3,449', '']","['60,820', '']","['36,935', '']","['3,333', '']","['17,800', '']","['2,752', '']"
3189,r547,United States -> Ohio -> Public -> Ohio U.,United States,Ohio,Public,Ohio U.,4,"['2,812', '']","['2,288', '']","['241', '']","['155', '']","['128', '']","['1,038', '']","['605', '']","['187', '']","['155', '']","['91', '']"
3189,r548,United States -> Ohio -> Public -> U. Akron,United States,Ohio,Public,U. Akron,4,"['1,452', '']","['435', '']","['952', '']","['3', '']","['62', '']","['320', '']","['258', '']","['0', '']","['0', '']","['62', '']"
3189,r549,United States -> Ohio -> Public -> U. Cincinnati,United States,Ohio,Public,U. Cincinnati,4,"['18,377', '']","['7,089', '']","['529', '']","['10,404', '']","['355', '']","['15,773', '']","['6,604', '']","['529', '']","['8,285', '']","['355', '']"
3189,r550,United States -> Ohio -> Public -> U. Toledo,United States,Ohio,Public,U. Toledo,4,"['3,765', '']","['2,508', '']","['169', '']","['1,062', '']","['26', '']","['3,218', '']","['2,013', '']","['163', '']","['1,037', '']","['5', '']"
3189,r551,United States -> Ohio -> Public -> Wright State U.,United States,Ohio,Public,Wright State U.,4,"['20,926', '']","['10,548', '']","['6,993', '']","['3,310', '']","['75', '']","['14,057', '']","['3,921', '']","['6,848', '']","['3,271', '']","['17', '']"
3189,r552,United States -> Ohio -> Public -> Youngstown State U.,United States,Ohio,Public,Youngstown State U.,4,"['1,175', '']","['384', '']","['390', '']","['388', '']","['13', '']","['1,175', '']","['384', '']","['390', '']","['388', '']","['13', '']"
3189,r553,United States -> Ohio -> Private,United States,Ohio,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r554,United States -> Ohio -> Private -> C. Wooster,United States,Ohio,Private,C. Wooster,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r555,United States -> Ohio -> Private -> Case Western Reserve U.,United States,Ohio,Private,Case Western Reserve U.,4,"['46,532', '']","['33,449', '']","['3,304', '']","['7,935', '']","['1,844', '']","['42,892', '']","['31,494', '']","['2,556', '']","['7,337', '']","['1,505', '']"
3189,r556,United States -> Ohio -> Private -> Heidelberg U.,United States,Ohio,Private,Heidelberg U.,4,"['29', '']","['0', '']","['1', '']","['1', '']","['27', '']","['10', '']","['0', '']","['0', '']","['0', '']","['10', '']"
3189,r557,United States -> Ohio -> Private -> Kenyon C.,United States,Ohio,Private,Kenyon C.,4,"['16', '']","['16', '']","['0', '']","['0', '']","['0', '']","['16', '']","['16', '']","['0', '']","['0', '']","['0', '']"
3189,r558,United States -> Ohio -> Private -> Oberlin C.,United States,Ohio,Private,Oberlin C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r559,United States -> Ohio -> Private -> U. Dayton,United States,Ohio,Private,U. Dayton,4,"['38,640', '']","['4,956', '']","['33,294', '']","['390', '']","['0', '']","['37,423', '']","['4,047', '']","['32,986', '']","['390', '']","['0', '']"
3189,r560,United States -> Oklahoma,United States,Oklahoma,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r561,United States -> Oklahoma -> Public,United States,Oklahoma,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r562,United States -> Oklahoma -> Public -> Langston U.,United States,Oklahoma,Public,Langston U.,4,"['190', '']","['122', '']","['68', '']","['0', '']","['0', '']","['190', '']","['122', '']","['68', '']","['0', '']","['0', '']"
3189,r563,"United States -> Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",United States,Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",4,"['264', '']","['236', '']","['28', '']","['0', '']","['0', '']","['264', '']","['236', '']","['28', '']","['0', '']","['0', '']"
3189,r564,"United States -> Oklahoma -> Public -> Oklahoma State U., Stillwater",United States,Oklahoma,Public,"Oklahoma State U., Stillwater",4,"['5,959', '']","['5,003', '']","['860', '']","['64', '']","['32', '']","['5,682', '']","['4,849', '']","['751', '']","['64', '']","['18', '']"
